CustomerID,Recency,Frequency,Monetary,TotalQuantity,UniqueProduct,AverageOrderValue,Cluster
12390,4.394449154672439,0.6931471805599453,6.311444385858925,353,32,549.84,0
12391,3.1354942159291497,0.6931471805599453,6.0882736030360425,293,92,439.66,0
12393,4.290459441148391,1.6094379124341003,7.3674560152319755,816,47,395.65000000000003,1
12394,4.174387269895637,1.0986122886681098,7.149508589545504,819,26,636.24,0
12395,2.995732273553991,2.5649493574615367,8.012889586306857,2118,91,251.5525,1
12397,3.6109179126442243,1.0986122886681098,7.7877554007552545,1263,110,1204.95,1
12398,3.8501476017100584,0.6931471805599453,7.4004128587924045,1394,85,1635.6599999999999,0
12399,4.787491742782046,1.6094379124341003,7.011799929268738,1178,47,277.1625,0
12401,5.717027701406222,0.6931471805599453,4.446174454497633,11,5,84.3,0
12402,5.780743515792329,0.6931471805599453,5.423186348593906,94,11,225.6,0
12403,3.9318256327243257,0.6931471805599453,6.0607573736039315,96,5,427.7,0
12405,5.0106352940962555,0.6931471805599453,7.445061184797548,857,54,1710.39,0
12406,3.1354942159291497,1.0986122886681098,8.136313373066384,1818,92,1707.65,1
12407,3.9318256327243257,1.791759469228055,7.4437338971514055,1416,57,341.624,1
12408,3.5263605246161616,1.791759469228055,7.968856059639959,1409,81,577.71,1
12409,4.382026634673881,1.3862943611198906,9.312325497408466,5551,91,3690.89,1
12410,5.736572297479192,1.0986122886681098,6.542947351813216,211,26,346.66499999999996,0
12412,4.330733340286331,1.3862943611198906,7.1130443840624835,829,43,408.96000000000004,0
12413,4.219507705176107,1.3862943611198906,6.632133521022722,286,29,252.70000000000002,0
12414,5.384495062789089,1.3862943611198906,6.334007604663525,300,16,187.47,0
12417,1.3862943611198906,2.302585092994046,8.202509843461513,1552,158,405.4555555555555,1
12418,4.736198448394496,0.6931471805599453,6.506650650150935,407,34,668.58,0
12420,4.174387269895637,0.6931471805599453,6.3992436425478765,345,29,600.39,0
12421,2.833213344056216,1.6094379124341003,6.694611562246261,484,32,201.76,1
12422,4.574710978503383,1.3862943611198906,6.690295544136225,370,39,267.85333333333335,0
12423,0.6931471805599453,2.1972245773362196,7.528498419486568,1339,97,232.41375,1
12424,5.099866427824199,1.0986122886681098,7.474182104762846,740,30,880.48,0
12425,4.3694478524670215,0.6931471805599453,6.6569835605504535,496,36,777.2,0
12426,5.278114659230517,0.6931471805599453,6.369438547154207,258,30,582.73,0
12427,3.1354942159291497,1.3862943611198906,6.717562827807613,533,26,275.26666666666665,1
12428,3.295836866004329,2.302585092994046,8.981865132439246,3536,258,884.0511111111111,1
12429,2.302585092994046,1.6094379124341003,8.22988438262624,1557,82,937.6,1
12430,3.784189633918261,0.6931471805599453,5.5506312951620265,117,11,256.4,0
12431,3.6109179126442243,2.772588722239781,8.767321360814657,2896,163,427.99666666666667,1
12432,3.784189633918261,1.791759469228055,8.529185001388596,1801,107,1011.8639999999999,1
12433,0.6931471805599453,2.0794415416798357,9.50128237507538,11071,219,1910.8385714285716,1
12434,4.454347296253507,1.0986122886681098,6.6934971352559,394,46,403.07,0
12435,4.394449154672439,1.0986122886681098,8.965831447914955,2055,31,3914.945,1
12436,4.61512051684126,0.6931471805599453,6.234430333369278,211,16,509.01,0
12437,1.0986122886681098,2.9444389791664403,8.507629605767502,2922,118,275.0783333333333,1
12438,2.70805020110221,1.0986122886681098,7.9751692554798295,1180,84,1453.425,1
12441,5.908082938168931,0.6931471805599453,5.162211233551045,121,11,173.55,0
12442,1.3862943611198906,0.6931471805599453,5.153638355178593,182,12,172.06,0
12444,3.091042453358316,1.791759469228055,8.518484357502437,1153,138,1001.092,1
12445,3.1354942159291497,0.6931471805599453,4.900820428089049,62,4,133.4,0
12446,4.07753744390572,0.6931471805599453,6.9110598129904375,351,57,1002.3100000000001,0
12447,5.497168225293202,0.6931471805599453,6.168543217293113,190,26,476.49,0
12448,3.8066624897703196,0.6931471805599453,6.110247083097449,243,22,449.45,0
12449,3.1354942159291497,1.6094379124341003,8.310978042729836,1553,118,1016.8225,1
12450,5.056245805348308,1.0986122886681098,5.292701627762401,128,7,98.94,0
12451,2.4849066497880004,1.791759469228055,9.109029423519523,6575,265,1807.104,1
12452,2.8903717578961645,1.0986122886681098,6.067429722163682,185,21,215.285,0
12453,4.90527477843843,0.6931471805599453,6.562571204258897,473,43,707.09,0
12454,4.04305126783455,0.6931471805599453,8.168866163607964,1006,15,3528.34,0
12455,4.30406509320417,1.9459101490553132,7.81110665732229,2089,85,411.1433333333334,1
12456,3.8066624897703196,1.3862943611198906,8.065277779528966,1633,105,1060.3466666666666,1
12457,4.204692619390966,2.0794415416798357,7.768207666517555,843,53,337.6042857142857,1
12458,4.276666119016055,1.0986122886681098,6.854776354191251,506,35,473.7,0
12461,4.553876891600541,1.0986122886681098,6.718868216346018,287,35,413.44,0
12462,2.995732273553991,1.0986122886681098,7.082204261557526,536,51,594.795,1
12463,3.9889840465642745,1.6094379124341003,7.204729049594601,776,65,336.195,1
12464,2.3978952727983707,2.1972245773362196,7.100893128209941,112,6,151.50625,1
12465,2.8903717578961645,1.0986122886681098,6.610951732080795,479,46,371.09499999999997,0
12468,5.241747015059643,1.0986122886681098,6.593783986707386,366,36,364.77000000000004,0
12472,3.4965075614664802,2.0794415416798357,8.790742363252102,4148,219,938.8728571428571,1
12473,3.4011973816621555,1.791759469228055,8.276152945361936,2414,140,785.6099999999999,1
12474,2.8903717578961645,2.9444389791664403,8.899060720499207,4833,253,406.8938888888889,1
12475,4.007333185232471,0.6931471805599453,6.585316116572351,535,36,723.38,0
12476,2.833213344056216,2.4849066497880004,8.82723638014411,2408,177,619.6745454545454,1
12477,3.1780538303479458,1.9459101490553132,9.489542087633343,3653,191,2203.29,1
12478,1.6094379124341003,0.6931471805599453,6.525014994979364,236,36,680.99,0
12479,2.4849066497880004,0.6931471805599453,6.269474999863032,385,31,527.2,0
12480,3.367295829986474,1.6094379124341003,8.096400209353131,1707,129,820.4075,1
12481,3.1780538303479458,2.3978952727983707,8.62709099798378,3294,150,557.982,1
12483,2.8903717578961645,2.1972245773362196,7.818422226986002,1110,46,310.6225,1
12484,3.5263605246161616,1.9459101490553132,8.418106288764006,2187,256,754.5533333333333,1
12488,2.3978952727983707,1.3862943611198906,7.169857970780942,529,46,432.8866666666667,1
12489,5.820082930352362,0.6931471805599453,5.816902804925467,105,15,334.93,0
12490,1.791759469228055,2.3978952727983707,8.597653657970227,3064,131,541.793,1
12491,3.6888794541139363,0.6931471805599453,6.134265345739653,260,25,460.40000000000003,0
12492,4.1588830833596715,1.0986122886681098,5.5767442414854775,192,19,131.60500000000002,0
12493,5.117993812416755,1.0986122886681098,6.0747481512447195,207,20,216.87,0
12494,2.833213344056216,2.0794415416798357,7.128576134926702,707,63,178.01428571428573,1
12497,4.418840607796598,0.6931471805599453,6.950910549296065,1236,14,1043.1,0
12498,3.091042453358316,1.3862943611198906,6.00314605188182,159,21,134.5666666666667,0
12500,3.1780538303479458,2.4849066497880004,8.356747405587967,2678,34,387.07454545454544,1
12501,5.823045895483019,0.6931471805599453,7.682662153888476,1783,149,2169.39,0
12502,4.574710978503383,1.791759469228055,8.222787230875806,820,102,744.774,1
12504,2.9444389791664403,1.0986122886681098,6.180120167963518,90,6,241.02499999999998,0
12506,5.455321115357702,0.6931471805599453,4.310799125385514,23,23,73.5,0
12507,4.90527477843843,1.3862943611198906,7.174578816863813,894,19,434.93666666666667,0
12508,3.295836866004329,1.0986122886681098,5.988660619775247,271,57,198.94,0
12509,5.652489180268651,0.6931471805599453,5.178970608915471,55,7,176.5,0
12510,4.969813299576001,1.0986122886681098,6.8911888096735625,353,29,491.28499999999997,0
12512,4.204692619390966,1.0986122886681098,4.891701596682476,96,31,66.09,0
12513,4.736198448394496,0.6931471805599453,6.418837907265026,462,35,612.29,0
12514,5.5909869805108565,0.6931471805599453,6.926262950537876,440,51,1017.68,0
12515,5.869296913133774,0.6931471805599453,5.95246380975825,131,16,383.7,0
12516,4.3694478524670215,1.0986122886681098,7.180115570136106,875,20,656.03,0
12517,3.367295829986474,1.791759469228055,7.817061677081847,1361,232,496.32,1
12518,0.6931471805599453,1.791759469228055,7.629436465014086,1318,84,411.378,1
12519,4.174387269895637,0.6931471805599453,5.804652925041163,175,17,330.84,0
12520,4.382026634673881,1.791759469228055,7.876737127834484,1439,121,526.8520000000001,1
12521,4.969813299576001,0.6931471805599453,6.39806234681208,309,38,599.68,0
12522,3.6888794541139363,1.0986122886681098,5.266413817535028,194,11,96.36,0
12523,2.995732273553991,2.4849066497880004,7.490400973937009,865,84,162.70636363636365,1
12524,2.302585092994046,2.1972245773362196,8.408877201532766,3699,113,560.715,1
12526,0.6931471805599453,1.3862943611198906,7.183612715167257,632,64,438.8866666666667,1
12527,4.418840607796598,1.3862943611198906,5.857104239599851,234,18,116.23666666666668,0
12528,2.302585092994046,1.9459101490553132,7.567593835498341,756,50,322.24666666666667,1
12530,4.110873864173311,1.6094379124341003,7.416546835435133,913,51,415.57,1
12531,2.772588722239781,0.6931471805599453,4.838026416156094,45,17,125.22,0
12532,3.4339872044851463,0.6931471805599453,5.860301775655642,153,16,349.83000000000004,0
12534,4.882801922586371,0.6931471805599453,6.9940980992041535,651,63,1089.18,0
12535,4.532599493153256,1.0986122886681098,6.575563866544399,219,28,358.175,0
12536,3.784189633918261,1.3862943611198906,9.441676670894656,2803,260,4200.610000000001,1
12538,3.4011973816621555,0.6931471805599453,5.899760357897641,191,21,363.95,0
12539,3.1354942159291497,1.6094379124341003,8.625033629522884,2067,157,1392.0875,1
12540,3.044522437723423,2.8903717578961645,9.503102518971122,6685,277,788.2494117647059,1
12541,3.4339872044851463,1.3862943611198906,6.889774590946187,680,46,327.06,1
12544,3.6109179126442243,0.6931471805599453,5.923453336491439,136,19,372.7,0
12545,4.330733340286331,1.0986122886681098,6.9091443138264115,523,42,500.195,0
12546,3.871201010907891,1.0986122886681098,7.058328137461511,633,59,580.75,0
12547,5.293304824724492,1.0986122886681098,5.341376856008484,134,7,103.89999999999999,0
12548,5.117993812416755,0.6931471805599453,4.566429357671661,49,5,95.19999999999999,0
12550,4.382026634673881,0.6931471805599453,6.872987835288763,569,57,964.83,0
12551,5.883322388488279,0.6931471805599453,5.1298987149230735,100,10,168.0,0
12552,3.6888794541139363,1.0986122886681098,6.084089306213804,88,20,218.91,0
12553,2.1972245773362196,2.3978952727983707,8.214270231095687,1965,95,369.228,1
12556,3.9318256327243257,1.0986122886681098,6.397862553264747,355,100,299.78,0
12557,2.833213344056216,1.791759469228055,9.391991704219834,4384,15,2398.192,1
12558,2.1972245773362196,0.6931471805599453,5.601971208509516,196,11,269.96,0
12559,5.7430031878094825,1.0986122886681098,6.33276439774036,283,21,280.855,0
12560,1.791759469228055,1.3862943611198906,7.666226609492505,1110,91,711.3366666666667,1
12561,5.717027701406222,0.6931471805599453,5.480013727948073,177,16,238.85,0
12562,2.1972245773362196,2.0794415416798357,8.23820389374878,1779,99,540.2485714285715,1
12564,5.568344503761097,0.6931471805599453,6.12665081966305,133,21,456.9,0
12565,5.66988092298052,0.6931471805599453,4.989888220951467,80,9,145.92,0
12566,4.465908118654584,0.6931471805599453,5.865476063654188,265,19,351.65,0
12567,3.1780538303479458,2.3978952727983707,9.148707492038316,4305,323,940.128,1
12571,3.713572066704308,1.0986122886681098,6.255001200981438,523,31,259.805,0
12572,2.302585092994046,1.0986122886681098,6.928949094989139,452,53,510.21,1
12573,5.429345628954441,0.6931471805599453,5.08475279001415,84,26,160.54000000000002,0
12574,5.75890177387728,0.6931471805599453,5.391124416134243,61,11,218.45,0
12576,3.6109179126442243,1.791759469228055,7.182982612166326,967,72,263.166,1
12577,3.58351893845611,1.3862943611198906,6.441903020858877,469,137,208.86666666666667,0
12578,3.091042453358316,1.0986122886681098,7.935769837637909,1196,111,1397.255,1
12579,4.3694478524670215,0.6931471805599453,6.0899968031722285,285,29,440.42,0
12580,5.5134287461649825,0.6931471805599453,6.032366538428407,238,24,415.7,0
12581,3.713572066704308,0.6931471805599453,5.291846475417725,161,15,197.71,0
12582,5.480638923341991,1.0986122886681098,6.239027502962935,300,21,255.68,0
12583,1.3862943611198906,2.772588722239781,8.89321301083995,5060,115,485.42533333333336,1
12584,1.6094379124341003,2.302585092994046,7.757542894498013,416,44,259.7944444444445,1
12585,5.459585514144159,1.0986122886681098,7.621244157199997,1279,77,1020.05,0
12586,2.8903717578961645,0.6931471805599453,5.2879639544685455,79,11,196.94000000000003,0
12587,2.1972245773362196,0.6931471805599453,4.976733742420574,51,4,144.0,0
12588,3.6888794541139363,0.6931471805599453,5.3748153375207615,53,10,214.89999999999998,0
12589,3.4011973816621555,1.0986122886681098,6.473396747218991,306,29,323.34,0
12590,5.356586274672012,1.0986122886681098,9.196774773912752,4283,68,4932.13,1
12591,5.762051382780177,0.6931471805599453,6.117766746972636,228,26,452.84999999999997,0
12592,4.532599493153256,1.0986122886681098,6.083587835983788,290,11,218.8,0
12593,4.700480365792417,1.3862943611198906,6.038109554931026,206,14,139.36666666666665,0
12594,3.6635616461296463,2.3978952727983707,8.113492525763553,1777,50,333.822,1
12596,3.9512437185814275,1.0986122886681098,6.428541364981557,474,25,309.135,0
12597,2.995732273553991,1.6094379124341003,8.245966975595675,2236,184,952.805,1
12598,2.3978952727983707,2.1972245773362196,8.01436219197595,1964,84,377.885,1
12599,3.4011973816621555,2.0794415416798357,6.940783782995926,956,32,147.51142857142855,1
12600,3.4011973816621555,2.3978952727983707,7.863282108506616,774,32,259.904,1
12601,5.25227342804663,1.791759469228055,6.359677669513258,245,21,115.412,0
12602,4.0943445622221,0.6931471805599453,5.037731519757957,162,12,153.12,0
12603,3.1354942159291497,0.6931471805599453,6.606920419952056,63,2,739.1999999999999,0
12604,4.382026634673881,1.0986122886681098,5.541969178493598,201,15,127.09,0
12607,4.110873864173311,0.6931471805599453,7.3655028587473295,1228,101,1579.51,0
12609,4.3694478524670215,1.3862943611198906,7.0280684444921455,648,57,375.6166666666666,0
12610,3.1780538303479458,1.791759469228055,7.6499497335130995,1049,85,419.908,1
12611,3.970291913552122,0.6931471805599453,7.085332264745334,846,65,1193.32,0
12612,4.31748811353631,0.6931471805599453,6.558254538791405,262,19,704.0400000000001,0
12613,4.060443010546419,1.791759469228055,8.115335568501695,1644,124,668.876,1
12614,5.631211781821365,0.6931471805599453,5.757639147446912,76,20,315.6,0
12615,1.0986122886681098,1.6094379124341003,7.73726297143202,1376,82,572.7975,1
12616,4.564348191467836,1.0986122886681098,6.571303042160927,284,25,356.65,0
12617,3.4011973816621555,0.6931471805599453,5.869240414362608,210,39,352.98,0
12618,3.1354942159291497,0.6931471805599453,5.183523608545955,96,11,177.31,0
12619,2.833213344056216,2.302585092994046,8.200354155974704,3378,50,404.5822222222222,1
12620,2.772588722239781,1.3862943611198906,7.20073081629489,1181,89,446.47,1
12621,1.0986122886681098,3.044522437723423,9.524469857917655,7440,261,684.4835,1
12622,5.4510384535657,0.6931471805599453,5.199049364889368,69,11,180.1,0
12623,5.6240175061873385,0.6931471805599453,5.723911845951367,191,18,305.1,0
12624,4.672828834461906,1.0986122886681098,6.464790775403018,355,36,320.565,0
12625,5.3612921657094255,1.0986122886681098,7.895368965589599,1612,73,1341.91,0
12626,3.1780538303479458,2.302585092994046,8.798074188898816,3453,232,735.6088888888888,1
12627,2.4849066497880004,2.0794415416798357,8.407273409191232,2752,162,639.79,1
12628,1.6094379124341003,1.3862943611198906,6.668812575758953,448,34,262.15333333333336,1
12630,2.3978952727983707,1.0986122886681098,7.1482513998271635,548,60,635.44,1
12631,4.060443010546419,0.6931471805599453,6.463809184055691,236,31,640.5,0
12633,4.0943445622221,1.6094379124341003,7.6801664025186325,1162,73,540.995,1
12635,4.51085950651685,1.0986122886681098,7.432590311121191,1172,96,844.59,0
12637,4.219507705176107,2.1972245773362196,8.70016453705169,2994,205,750.3625,1
12638,3.5263605246161616,0.6931471805599453,6.511284599453549,577,39,671.69,0
12639,5.480638923341991,0.6931471805599453,6.188469440812497,201,22,486.1,0
12640,3.2188758248682006,1.3862943611198906,7.06951692181073,311,47,391.52666666666664,1
12641,4.7535901911063645,0.6931471805599453,5.230573714461517,72,10,185.9,0
12642,3.258096538021482,1.3862943611198906,6.9219145615400475,552,39,337.75333333333333,1
12643,4.859812404361672,1.9459101490553132,8.11541328460481,1808,11,557.4399999999999,1
12644,4.875197323201151,0.6931471805599453,6.171512688316606,325,31,477.91,0
12645,3.5553480614894135,1.6094379124341003,7.482220269767765,1084,58,443.795,1
12646,1.791759469228055,1.0986122886681098,7.206355036031724,897,43,673.485,1
12647,3.1354942159291497,2.5649493574615367,8.222505302105255,1431,78,310.235,1
12648,5.049856007249537,0.6931471805599453,5.765347830314356,160,21,318.05,0
12649,4.68213122712422,1.3862943611198906,6.4369673422476765,586,28,207.83666666666667,0
12650,1.3862943611198906,0.6931471805599453,5.753968489569372,254,20,314.44,0
12651,5.817111159963204,0.6931471805599453,4.74493212836325,78,9,114.0,0
12652,5.805134968916488,0.6931471805599453,6.82543832049292,505,48,919.98,0
12653,5.0106352940962555,1.0986122886681098,7.701132335950876,919,37,1104.925,0
12654,2.4849066497880004,1.791759469228055,6.401884028681278,264,31,120.396,1
12656,2.8903717578961645,1.791759469228055,8.30700781907883,1723,89,810.234,1
12657,2.4849066497880004,1.6094379124341003,7.4049970586737315,1044,35,410.795,1
12658,2.995732273553991,0.6931471805599453,6.532407069777784,320,36,686.05,0
12659,3.4339872044851463,0.6931471805599453,4.529152699564175,105,5,91.68,0
12660,2.4849066497880004,0.6931471805599453,5.50573795739701,127,13,245.1,0
12662,0.6931471805599453,2.4849066497880004,8.256031004164345,2058,129,349.98,1
12664,2.1972245773362196,2.302585092994046,8.49349048870337,1203,10,542.4311111111111,1
12665,5.786897381366708,0.6931471805599453,4.1588830833596715,37,3,63.0,0
12667,4.07753744390572,0.6931471805599453,6.431540399799522,395,33,620.13,0
12668,2.5649493574615367,1.6094379124341003,8.244898785891763,1634,115,951.7875,1
12669,5.0238805208462765,1.3862943611198906,7.917547282845659,1115,98,914.6766666666666,1
12670,2.3978952727983707,1.791759469228055,8.005383750527514,1397,58,599.21,1
12672,5.802118375377063,0.6931471805599453,5.424509391785796,78,10,225.89999999999998,0
12673,1.791759469228055,1.0986122886681098,6.415947661051908,351,42,305.26,1
12674,3.6888794541139363,1.6094379124341003,7.586600674831223,1133,52,492.65,1
12676,3.258096538021482,1.9459101490553132,7.194729601037682,670,33,221.89833333333334,1
12678,3.7612001156935624,2.5649493574615367,9.777326645314199,10923,105,1469.0383333333332,1
12679,4.0943445622221,1.6094379124341003,7.015730373647435,554,43,278.255,1
12680,0.6931471805599453,1.6094379124341003,6.761352837213469,443,33,215.7025,1
12681,2.772588722239781,3.1354942159291497,9.531593091360708,7536,267,626.7063636363637,1
12683,1.6094379124341003,2.772588722239781,9.045179131116987,4987,177,565.1046666666666,1
12684,2.1972245773362196,2.0794415416798357,7.733959364615189,1985,61,326.23285714285714,1
12685,3.367295829986474,1.9459101490553132,7.960002460651312,1523,117,477.18,1
12686,5.921578419643816,0.6931471805599453,4.501364017262502,107,7,89.14,0
12688,4.74493212836325,0.6931471805599453,8.491836408313453,3028,171,4873.8099999999995,0
12689,3.295836866004329,1.0986122886681098,7.1297862115656185,628,57,623.805,1
12690,5.332718793265369,0.6931471805599453,5.966172379820607,106,16,389.01,0
12691,3.367295829986474,1.9459101490553132,6.94389432559801,394,21,172.63333333333333,1
12693,4.852030263919617,1.6094379124341003,6.753332895580138,255,35,213.9775,0
12694,4.2626798770413155,1.0986122886681098,6.769263030204804,509,32,434.835,0
12695,2.0794415416798357,1.6094379124341003,6.368358698228111,220,23,145.525,1
12697,3.4011973816621555,1.3862943611198906,6.865463454791294,508,37,319.19666666666666,1
12700,2.1972245773362196,1.6094379124341003,8.505320994961897,2967,193,1234.9975,1
12701,4.394449154672439,1.0986122886681098,6.682997926190526,678,50,398.855,0
12702,3.044522437723423,0.6931471805599453,5.393627546352362,53,12,219.0,0
12703,4.276666119016055,0.6931471805599453,5.650908985049133,164,21,283.55,0
12704,2.0794415416798357,2.1972245773362196,7.758692224146705,1006,64,292.605,1
12705,2.772588722239781,2.302585092994046,8.834816031986259,3997,228,763.1433333333333,1
12707,5.680172609017068,0.6931471805599453,6.404269320519532,256,33,603.42,0
12708,3.4339872044851463,2.3978952727983707,7.906145678459555,1307,86,271.291,1
12709,2.772588722239781,2.772588722239781,9.180656121866383,3912,93,647.1013333333334,1
12710,4.584967478670572,1.3862943611198906,7.047534612510416,851,75,383.00666666666666,0
12712,3.4011973816621555,2.6390573296152584,8.388707334356674,1062,58,338.1638461538462,1
12713,0.6931471805599453,0.6931471805599453,6.744706797531768,508,38,848.55,1
12714,2.302585092994046,1.791759469228055,8.45741346257719,3069,216,941.7719999999999,1
12715,4.672828834461906,0.6931471805599453,5.841687621789754,192,20,343.36,0
12716,1.6094379124341003,1.0986122886681098,6.960812516706486,708,60,526.745,1
12717,5.0238805208462765,1.0986122886681098,6.939234566008755,506,49,515.49,0
12718,4.276666119016055,0.6931471805599453,5.477509030333064,203,19,238.25,0
12719,1.791759469228055,1.0986122886681098,6.47072210140631,374,34,322.475,1
12720,1.3862943611198906,3.258096538021482,8.662631168498326,4672,211,231.26919999999998,1
12721,3.4965075614664802,1.9459101490553132,7.885001871924596,1959,133,442.68833333333333,1
12722,4.454347296253507,1.6094379124341003,6.906384339674138,566,50,249.4075,0
12723,1.6094379124341003,1.791759469228055,6.587646428909591,434,53,145.014,1
12724,1.791759469228055,1.6094379124341003,6.9396511539657,445,47,257.8525,1
12725,5.918893854273146,0.6931471805599453,6.060990609756592,164,24,427.8,0
12726,3.367295829986474,2.0794415416798357,7.867143813759015,3143,57,372.7285714285714,1
12727,2.4849066497880004,2.0794415416798357,8.2894641427604,2098,109,568.6714285714286,1
12728,4.276666119016055,1.6094379124341003,6.7302182580203365,419,38,209.0825,0
12729,4.74493212836325,0.6931471805599453,6.118119224230488,233,26,453.01,0
12731,3.2188758248682006,2.5649493574615367,9.846753695617958,8437,109,1574.6591666666666,1
12732,5.198497031265826,0.6931471805599453,5.469156586232957,111,12,236.26000000000002,0
12733,5.459585514144159,0.6931471805599453,5.953113455724059,137,22,383.95,0
12734,5.869296913133774,0.6931471805599453,4.713127327493184,88,4,110.39999999999999,0
12735,5.755742213586912,1.0986122886681098,6.660024422032584,368,38,389.78499999999997,0
12736,5.811140992976701,0.6931471805599453,5.459585514144159,173,4,234.0,0
12738,5.921578419643816,0.6931471805599453,5.05209708390385,148,11,155.35,0
12739,4.3694478524670215,1.0986122886681098,6.921697631104842,486,38,506.52,0
12740,4.174387269895637,0.6931471805599453,6.060524083039477,342,27,427.6,0
12743,4.90527477843843,1.0986122886681098,6.293659545728696,315,114,270.065,0
12744,3.970291913552122,2.0794415416798357,9.965536571182271,5241,178,3039.8985714285714,1
12747,1.0986122886681098,2.4849066497880004,8.342127645985029,1275,42,381.4554545454546,1
12749,1.6094379124341003,1.791759469228055,8.316759801128319,1471,160,818.176,1
12750,4.867534450455582,0.6931471805599453,5.623584199327089,137,15,275.88,0
12752,4.406719247264253,0.6931471805599453,8.38201014985595,2262,53,4366.78,0
12753,3.1780538303479458,1.9459101490553132,9.972565287088774,11421,132,3571.565,1
12754,5.4680601411351315,1.3862943611198906,8.010273263812737,6481,49,1003.5799999999999,0
12755,5.641907070938114,1.0986122886681098,8.246158446737232,1491,4,1905.975,0
12756,4.477336814478207,0.6931471805599453,4.72809553282539,144,4,112.07999999999998,0
12757,2.833213344056216,2.6390573296152584,8.966439112421154,2395,237,602.6653846153847,1
12758,4.770684624465665,1.0986122886681098,7.934724759609325,2135,84,1395.795,0
12759,3.970291913552122,1.3862943611198906,7.334616515331031,902,81,510.48,1
12762,2.1972245773362196,1.0986122886681098,7.549356501658852,1227,62,949.26,1
12763,4.9344739331306915,1.0986122886681098,6.204719365671822,316,16,247.04,0
12764,5.762051382780177,0.6931471805599453,7.435367220848186,386,45,1693.88,0
12766,1.6094379124341003,2.0794415416798357,8.852325959921869,3646,205,998.5185714285715,1
12769,5.480638923341991,0.6931471805599453,7.042810509975002,356,32,1143.6,0
12770,5.356586274672012,0.6931471805599453,7.209673041460572,743,12,1351.45,0
12772,4.110873864173311,0.6931471805599453,6.795112758210396,556,55,892.47,0
12775,2.8903717578961645,1.791759469228055,7.23492725912033,877,47,277.20799999999997,1
12778,3.044522437723423,1.9459101490553132,6.713235627004493,825,40,137.03833333333333,1
12779,3.6635616461296463,2.1972245773362196,8.289629887368429,2024,88,497.67,1
12781,4.174387269895637,1.0986122886681098,6.718699095412067,671,25,413.37,0
12782,1.791759469228055,1.791759469228055,7.754447241564618,1086,81,466.184,1
12783,1.0986122886681098,1.9459101490553132,7.708370253328926,624,76,370.98499999999996,1
12784,2.302585092994046,1.0986122886681098,6.280058703484731,280,54,266.40999999999997,0
